bsym,CustomerID,total_amt,max_amt,min_amt,total_cnt,max_cnt,min_cnt,total_qty,max_qty,min_qty,Country,peak_time,season,freq,avg_amt,target
2009-12,13110,362.78000000000003,362.78000000000003,362.78000000000003,1,27,27,87,12,1,UK,Afternoon,Winter,0.03225806451612903,362.78000000000003,1
2009-12,13136,549.09,549.09,549.09,1,27,27,285,36,2,UK,Evening,Winter,0.03225806451612903,549.09,0
2009-12,13141,351.45,351.45,351.45,1,12,12,123,32,3,UK,Afternoon,Winter,0.03225806451612903,351.45,1
2009-12,13175,319.15,319.15,319.15,1,20,20,201,24,1,UK,Afternoon,Winter,0.03225806451612903,319.15,0
2009-12,13178,618.79,618.79,618.79,1,40,40,568,30,3,UK,Afternoon,Winter,0.03225806451612903,618.79,1
2009-12,13203,339.90000000000003,339.90000000000003,339.90000000000003,1,19,19,368,48,2,UK,Afternoon,Winter,0.03225806451612903,339.90000000000003,0
2009-12,13234,228.4,228.4,228.4,1,45,45,118,12,1,UK,Afternoon,Winter,0.03225806451612903,228.4,0
2009-12,13289,307.95,307.95,307.95,1,16,16,119,12,2,UK,Morning,Winter,0.03225806451612903,307.95,0
2009-12,13317,416.82,416.82,416.82,1,24,24,229,25,1,UK,Morning,Winter,0.03225806451612903,416.82,0
2009-12,13327,914.16,914.16,914.16,1,36,36,418,30,2,UK,Afternoon,Winter,0.03225806451612903,914.16,1
2009-12,13393,389.7,380.78,8.92,2,11,2,161,24,1,UK,Afternoon,Winter,0.06451612903225806,194.85,0
2009-12,13403,78.6,78.6,78.6,1,3,3,44,24,4,UK,Afternoon,Winter,0.03225806451612903,78.6,0
2009-12,13405,146.45999999999998,146.45999999999998,146.45999999999998,1,3,3,582,288,6,UK,Afternoon,Winter,0.03225806451612903,146.45999999999998,0
2009-12,13416,228.3,228.3,228.3,1,7,7,66,12,6,UK,Afternoon,Winter,0.03225806451612903,228.3,0
2009-12,13442,198,198,198,1,16,16,42,12,1,UK,Afternoon,Winter,0.03225806451612903,198,1
2009-12,13455,431.65,295.35,136.29999999999998,2,18,6,134,25,1,UK,Morning,Winter,0.06451612903225806,215.825,0
2009-12,13462,171.82,171.82,171.82,1,13,13,142,24,2,UK,Morning,Winter,0.03225806451612903,171.82,1
2009-12,13481,311.2,311.2,311.2,1,16,16,148,30,2,UK,Afternoon,Winter,0.03225806451612903,311.2,0
2009-12,13487,103.95,103.95,103.95,1,6,6,25,12,1,UK,Morning,Winter,0.03225806451612903,103.95,0
2009-12,13491,801.28,305.5,221.9,3,14,10,340,24,2,UK,Morning,Winter,0.0967741935483871,267.0933333333333,1
2009-12,13498,327.38,327.38,327.38,1,17,17,362,60,1,UK,Afternoon,Winter,0.03225806451612903,327.38,0
2009-12,13510,266.7,266.7,266.7,1,15,15,135,25,2,UK,Morning,Winter,0.03225806451612903,266.7,0
2009-12,13531,311.7,311.7,311.7,1,15,15,126,20,2,UK,Afternoon,Winter,0.03225806451612903,311.7,0
2009-12,13542,420.91,243,177.91,2,14,11,71,9,1,UK,Evening,Winter,0.06451612903225806,210.455,1
2009-12,13557,413.5,272.5,141,2,18,6,190,24,2,UK,Afternoon,Winter,0.06451612903225806,206.75,1
2009-12,13571,111.24000000000001,111.24000000000001,111.24000000000001,1,12,12,76,48,1,UK,Afternoon,Winter,0.03225806451612903,111.24000000000001,0
2009-12,13590,367.28000000000003,367.28000000000003,367.28000000000003,1,22,22,300,96,1,UK,Afternoon,Winter,0.03225806451612903,367.28000000000003,1
2009-12,13599,975.59,641.45,334.14,2,22,16,834,240,3,UK,Afternoon,Winter,0.06451612903225806,487.795,0
2009-12,13623,628.14,628.14,628.14,1,62,62,240,64,1,UK,Afternoon,Winter,0.03225806451612903,628.14,1
2009-12,13643,311.8,311.8,311.8,1,10,10,90,12,4,UK,Afternoon,Winter,0.03225806451612903,311.8,0
2009-12,13648,263.09000000000003,263.09000000000003,263.09000000000003,1,15,15,203,36,3,UK,Evening,Winter,0.03225806451612903,263.09000000000003,0
2009-12,13654,159.98000000000002,159.98000000000002,159.98000000000002,1,8,8,90,24,8,UK,Morning,Winter,0.03225806451612903,159.98000000000002,0
2009-12,13666,19.5,19.5,19.5,1,2,2,2,1,1,UK,Morning,Winter,0.03225806451612903,19.5,0
2009-12,13668,615.3,615.3,615.3,1,7,7,110,60,2,UK,Afternoon,Winter,0.03225806451612903,615.3,1
2009-12,13711,126.5,126.5,126.5,1,6,6,22,4,3,UK,Evening,Winter,0.03225806451612903,126.5,1
2009-12,13769,214.25,214.25,214.25,1,10,10,61,24,2,UK,Morning,Winter,0.03225806451612903,214.25,0
2009-12,13781,314.44,314.44,314.44,1,18,18,140,24,2,UK,Afternoon,Winter,0.03225806451612903,314.44,0
2009-12,13782,132.4,132.4,132.4,1,10,10,28,8,2,UK,Afternoon,Winter,0.03225806451612903,132.4,1
2009-12,13798,1285.16,484,323,3,11,3,1176,100,8,UK,Afternoon,Winter,0.0967741935483871,428.3866666666667,1
2009-12,13807,107.95,107.95,107.95,1,7,7,43,12,1,UK,Afternoon,Winter,0.03225806451612903,107.95,0
2009-12,13823,391.55,391.55,391.55,1,27,27,245,24,1,UK,Afternoon,Winter,0.03225806451612903,391.55,0
2009-12,13847,310.72,310.72,310.72,1,19,19,96,16,1,UK,Morning,Winter,0.03225806451612903,310.72,0
2009-12,13848,480,480,480,1,1,1,1500,1500,1500,UK,Afternoon,Winter,0.03225806451612903,480,0
2009-12,13871,554,554,554,1,31,31,271,25,2,UK,Afternoon,Winter,0.03225806451612903,554,0
2009-12,13895,831,831,831,1,42,42,408,24,1,UK,Afternoon,Winter,0.03225806451612903,831,0
2009-12,13946,280.2,280.2,280.2,1,26,26,206,50,1,UK,Morning,Winter,0.03225806451612903,280.2,0
2009-12,13958,811.5500000000001,796.5500000000001,15,2,24,1,401,108,2,UK,Afternoon,Winter,0.06451612903225806,405.77500000000003,0
2009-12,13984,259.5,214.79999999999998,44.7,2,6,2,150,48,4,UK,Morning,Winter,0.06451612903225806,129.75,0
2009-12,14003,209.41,209.41,209.41,1,16,16,149,48,2,UK,Morning,Winter,0.03225806451612903,209.41,0
2009-12,14030,719.4499999999999,588.83,130.62,2,43,10,379,72,1,UK,Afternoon,Winter,0.06451612903225806,359.72499999999997,0
2009-12,14042,431.98,431.98,431.98,1,21,21,180,24,2,UK,Afternoon,Winter,0.03225806451612903,431.98,0
2009-12,14043,164.31,164.31,164.31,1,18,18,84,24,1,UK,Afternoon,Winter,0.03225806451612903,164.31,0
2009-12,14055,274.32,274.32,274.32,1,9,9,400,144,4,UK,Afternoon,Winter,0.03225806451612903,274.32,0
2009-12,14080,414.65000000000003,234.87,179.78,2,23,18,120,24,1,UK,Afternoon,Winter,0.06451612903225806,207.32500000000002,0
2009-12,14106,214.79999999999998,214.79999999999998,214.79999999999998,1,1,1,24,24,24,UK,Afternoon,Winter,0.03225806451612903,214.79999999999998,0
2009-12,14151,352.05,352.05,352.05,1,23,23,176,25,1,UK,Morning,Winter,0.03225806451612903,352.05,0
2009-12,14171,135,135,135,1,6,6,44,30,1,UK,Afternoon,Winter,0.03225806451612903,135,0
2009-12,14211,187.8,187.8,187.8,1,8,8,112,24,8,UK,Afternoon,Winter,0.03225806451612903,187.8,1
2009-12,14215,425.59,425.59,425.59,1,20,20,221,32,2,UK,Morning,Winter,0.03225806451612903,425.59,1
2009-12,14239,214.55,136.75,77.8,2,9,5,93,12,2,UK,Afternoon,Winter,0.06451612903225806,107.275,1
2009-12,14258,1261,1261,1261,1,14,14,356,60,6,UK,Morning,Winter,0.03225806451612903,1261,1
2009-12,14285,151.2,151.2,151.2,1,2,2,48,36,12,UK,Afternoon,Winter,0.03225806451612903,151.2,0
2009-12,14286,1610.52,1610.52,1610.52,1,76,76,1687,72,6,UK,Morning,Winter,0.03225806451612903,1610.52,0
2009-12,14295,598.85,588.85,10,2,17,1,172,24,1,UK,Afternoon,Winter,0.06451612903225806,299.425,0
2009-12,14299,2808.27,2052.12,756.15,2,26,11,1720,288,2,UK,Morning,Winter,0.06451612903225806,1404.135,1
2009-12,14396,507.47,507.47,507.47,1,43,43,268,32,1,UK,Afternoon,Winter,0.03225806451612903,507.47,1
2009-12,14401,831.03,619.67,211.36,2,19,6,775,120,4,UK,Afternoon,Winter,0.06451612903225806,415.515,0
2009-12,14440,935.01,935.01,935.01,1,13,13,287,36,8,UK,Afternoon,Winter,0.03225806451612903,935.01,1
2009-12,14484,435.45,435.45,435.45,1,21,21,245,24,3,UK,Morning,Winter,0.03225806451612903,435.45,0
2009-12,14507,171.5,171.5,171.5,1,14,14,56,13,1,UK,Afternoon,Winter,0.03225806451612903,171.5,0
2009-12,14519,122.95,122.95,122.95,1,23,23,50,4,1,UK,Morning,Winter,0.03225806451612903,122.95,1
2009-12,14527,5628.38,1221.97,509.3,7,60,34,1130,24,1,UK,Afternoon,Winter,0.22580645161290322,804.0542857142857,1
2009-12,14560,679.22,412.62,266.59999999999997,2,9,7,566,144,2,UK,Morning,Winter,0.06451612903225806,339.61,1
2009-12,14574,143.70000000000002,143.70000000000002,143.70000000000002,1,11,11,63,24,1,UK,Afternoon,Winter,0.03225806451612903,143.70000000000002,0
2009-12,14607,2320.2000000000003,2320.2000000000003,2320.2000000000003,1,9,9,1016,200,48,UK,Morning,Winter,0.03225806451612903,2320.2000000000003,0
2009-12,14646,14696.47,8370.08,104.15,5,52,3,10541,480,1,ETC,Afternoon,Winter,0.16129032258064516,2939.294,1
2009-12,14653,333.09,333.09,333.09,1,19,19,248,72,1,UK,Morning,Winter,0.03225806451612903,333.09,1
2009-12,14670,190.47,190.47,190.47,1,56,56,97,8,1,UK,Afternoon,Winter,0.03225806451612903,190.47,0
2009-12,14735,379.65000000000003,371.85,7.800000000000001,2,12,1,187,48,3,UK,Morning,Winter,0.06451612903225806,189.82500000000002,1
2009-12,14771,287.37,287.37,287.37,1,19,19,253,24,8,UK,Morning,Winter,0.03225806451612903,287.37,0
2009-12,14796,266.02,266.02,266.02,1,25,25,89,11,1,UK,Afternoon,Winter,0.03225806451612903,266.02,1
2009-12,14841,1215.8,597.4,304.8,3,26,10,1268,120,2,UK,Afternoon,Winter,0.0967741935483871,405.26666666666665,0
2009-12,14895,1817.55,1766.28,51.269999999999996,2,37,2,744,48,1,UK,Afternoon,Winter,0.06451612903225806,908.775,0
2009-12,14911,7119.24,1413.34,377.57,9,58,1,2339,54,1,ETC,Afternoon,Winter,0.2903225806451613,791.0266666666666,1
2009-12,14942,109.35,109.35,109.35,1,3,3,37,32,2,UK,Morning,Winter,0.03225806451612903,109.35,0
2009-12,14967,236.25,236.25,236.25,1,5,5,68,48,1,UK,Afternoon,Winter,0.03225806451612903,236.25,0
2009-12,14980,150.68,150.68,150.68,1,24,24,79,30,1,UK,Afternoon,Winter,0.03225806451612903,150.68,0
2009-12,14987,566.6999999999999,244.79999999999998,7.95,4,3,1,218,64,1,UK,Afternoon,Winter,0.12903225806451613,141.67499999999998,0
2009-12,15055,244.42,244.42,244.42,1,48,48,95,6,1,UK,Afternoon,Winter,0.03225806451612903,244.42,0
2009-12,15070,324.8,324.8,324.8,1,14,14,140,24,1,UK,Afternoon,Winter,0.03225806451612903,324.8,0
2009-12,15157,448.2,448.2,448.2,1,15,15,644,96,8,UK,Afternoon,Winter,0.03225806451612903,448.2,0
2009-12,15169,356.17,356.17,356.17,1,48,48,225,25,1,UK,Morning,Winter,0.03225806451612903,356.17,0
2009-12,15179,763.35,763.35,763.35,1,27,27,339,24,2,UK,Afternoon,Winter,0.03225806451612903,763.35,1
2009-12,15188,310.43,310.43,310.43,1,23,23,233,36,1,UK,Afternoon,Winter,0.03225806451612903,310.43,0
2009-12,15194,1487.04,513.54,318,4,21,9,1290,64,4,UK,Afternoon,Winter,0.12903225806451613,371.76,0
2009-12,15196,149.7,149.7,149.7,1,23,23,66,6,1,UK,Morning,Winter,0.03225806451612903,149.7,0
2009-12,15255,260.44,260.44,260.44,1,13,13,176,36,2,UK,Morning,Winter,0.03225806451612903,260.44,0
2009-12,15270,515.2,263.90000000000003,251.3,2,4,3,162,32,6,UK,Afternoon,Winter,0.06451612903225806,257.6,0
2009-12,15287,58.2,58.2,58.2,1,4,4,55,25,6,UK,Afternoon,Winter,0.03225806451612903,58.2,0
2009-12,15302,308,308,308,1,15,15,102,18,1,UK,Afternoon,Winter,0.03225806451612903,308,0
2009-12,15329,318.36,318.36,318.36,1,18,18,138,24,2,UK,Afternoon,Winter,0.03225806451612903,318.36,0
2009-12,15353,271.74,271.74,271.74,1,38,38,88,12,1,UK,Morning,Winter,0.03225806451612903,271.74,0
2009-12,15413,4513.42,2442.7200000000003,570.24,3,6,4,1922,480,24,UK,Afternoon,Winter,0.0967741935483871,1504.4733333333334,1
2009-12,15421,241.05,241.05,241.05,1,13,13,95,18,2,UK,Afternoon,Winter,0.03225806451612903,241.05,1
2009-12,15428,184.44,184.44,184.44,1,11,11,78,24,2,UK,Afternoon,Winter,0.03225806451612903,184.44,0
2009-12,15441,301.57,301.57,301.57,1,13,13,139,24,3,UK,Afternoon,Winter,0.03225806451612903,301.57,0
2009-12,15485,901.84,828.09,73.75,2,21,1,274,50,2,UK,Afternoon,Winter,0.06451612903225806,450.92,1
2009-12,15494,893.61,893.61,893.61,1,64,64,714,96,1,UK,Evening,Winter,0.03225806451612903,893.61,0
2009-12,15550,386.15,225.8,160.35,2,15,10,243,36,2,UK,Morning,Winter,0.06451612903225806,193.075,1
2009-12,15555,947.39,947.39,947.39,1,51,51,414,36,1,UK,Morning,Winter,0.03225806451612903,947.39,0
2009-12,15562,358.56,358.56,358.56,1,26,26,493,144,1,UK,Afternoon,Winter,0.03225806451612903,358.56,0
2009-12,15577,137.15,122.95,14.2,2,18,2,31,4,1,UK,Afternoon,Winter,0.06451612903225806,68.575,0
2009-12,15615,1236.5,632.9,10.2,3,22,1,656,36,1,UK,Afternoon,Winter,0.0967741935483871,412.1666666666667,1
2009-12,15623,307.2,307.2,307.2,1,10,10,182,96,3,UK,Afternoon,Winter,0.03225806451612903,307.2,1
2009-12,15628,286.28000000000003,286.28000000000003,286.28000000000003,1,18,18,246,48,2,UK,Afternoon,Winter,0.03225806451612903,286.28000000000003,0
2009-12,15633,191.89000000000001,191.89000000000001,191.89000000000001,1,7,7,87,24,6,UK,Afternoon,Winter,0.03225806451612903,191.89000000000001,1
2009-12,15640,1456.2,1456.2,1456.2,1,24,24,588,160,4,UK,Afternoon,Winter,0.03225806451612903,1456.2,1
2009-12,15684,109.4,109.4,109.4,1,8,8,68,24,1,UK,Afternoon,Winter,0.03225806451612903,109.4,1
2009-12,15691,161.8,161.8,161.8,1,5,5,56,12,10,UK,Afternoon,Winter,0.03225806451612903,161.8,0
2009-12,15694,357.87,357.87,357.87,1,5,5,85,48,3,UK,Afternoon,Winter,0.03225806451612903,357.87,0
2009-12,15712,255.5,255.5,255.5,1,10,10,64,10,3,UK,Morning,Winter,0.03225806451612903,255.5,1
2009-12,15713,243.86,243.86,243.86,1,18,18,209,25,2,UK,Morning,Winter,0.03225806451612903,243.86,0
2009-12,15716,214.17000000000002,214.17000000000002,214.17000000000002,1,27,27,68,9,1,UK,Afternoon,Winter,0.03225806451612903,214.17000000000002,0
2009-12,15719,671.67,377.15,294.52,2,56,30,313,24,1,UK,Afternoon,Winter,0.06451612903225806,335.835,1
2009-12,15738,282.03000000000003,282.03000000000003,282.03000000000003,1,14,14,375,96,5,UK,Afternoon,Winter,0.03225806451612903,282.03000000000003,1
2009-12,15750,500.19,278.07,222.12,2,44,30,268,24,1,UK,Afternoon,Winter,0.06451612903225806,250.095,0
2009-12,15755,308.75,308.75,308.75,1,18,18,158,24,3,UK,Morning,Winter,0.03225806451612903,308.75,1
2009-12,15768,2036.99,700.4,236.17000000000002,5,63,16,781,48,1,UK,Afternoon,Winter,0.16129032258064516,407.398,1
2009-12,15785,322.92,322.92,322.92,1,13,13,228,24,2,UK,Afternoon,Winter,0.03225806451612903,322.92,1
2009-12,15822,474.32,474.32,474.32,1,15,15,290,72,2,UK,Afternoon,Winter,0.03225806451612903,474.32,0
2009-12,15838,495,495,495,1,1,1,300,300,300,UK,Morning,Winter,0.03225806451612903,495,0
2009-12,15841,603.75,313.83000000000004,289.92,2,9,5,811,192,15,UK,Morning,Winter,0.06451612903225806,301.875,0
2009-12,15850,106.64999999999999,106.64999999999999,106.64999999999999,1,31,31,41,3,1,UK,Afternoon,Winter,0.03225806451612903,106.64999999999999,0
2009-12,15856,3374.59,1056.86,485.40000000000003,4,24,9,1590,108,1,UK,Afternoon,Winter,0.12903225806451613,843.6475,1
2009-12,15860,295.6,204.65,90.95,2,25,17,238,120,1,UK,Afternoon,Winter,0.06451612903225806,147.8,0
2009-12,15878,212.13,212.13,212.13,1,29,29,71,12,1,UK,Afternoon,Winter,0.03225806451612903,212.13,0
2009-12,15889,355.05,269.72,85.33,2,66,20,188,12,1,UK,Afternoon,Winter,0.06451612903225806,177.525,0
2009-12,15916,388.52,388.52,388.52,1,39,39,118,12,1,UK,Afternoon,Winter,0.03225806451612903,388.52,1
2009-12,15917,288.32,181.65,39.85,3,65,18,182,12,1,UK,Afternoon,Winter,0.0967741935483871,96.10666666666667,0
2009-12,15920,121.59,112.64,8.95,2,18,1,68,16,1,UK,Afternoon,Winter,0.06451612903225806,60.795,0
2009-12,15956,326.4,326.4,326.4,1,1,1,128,128,128,UK,Morning,Winter,0.03225806451612903,326.4,0
2009-12,15967,156.71,156.71,156.71,1,30,30,50,8,1,UK,Afternoon,Winter,0.03225806451612903,156.71,0
2009-12,16125,689.71,689.71,689.71,1,64,64,343,48,1,UK,Afternoon,Winter,0.03225806451612903,689.71,1
2009-12,16126,174.1,174.1,174.1,1,11,11,106,24,1,UK,Afternoon,Winter,0.03225806451612903,174.1,1
2009-12,16143,300.35,300.35,300.35,1,16,16,147,24,3,UK,Morning,Winter,0.03225806451612903,300.35,0
2009-12,16195,323.25,323.25,323.25,1,16,16,123,12,2,UK,Afternoon,Winter,0.03225806451612903,323.25,0
2009-12,16204,213.27,213.27,213.27,1,13,13,226,120,2,UK,Afternoon,Winter,0.03225806451612903,213.27,0
2009-12,16210,1914.7,634.2900000000001,10,5,9,1,975,288,1,UK,Afternoon,Winter,0.16129032258064516,382.94,1
2009-12,16277,188.69,188.69,188.69,1,23,23,33,3,1,UK,Morning,Winter,0.03225806451612903,188.69,0
2009-12,16308,960,960,960,1,1,1,3000,3000,3000,UK,Afternoon,Winter,0.03225806451612903,960,0
2009-12,16321,196.10000000000002,196.10000000000002,196.10000000000002,1,9,9,100,24,4,ETC,Morning,Winter,0.03225806451612903,196.10000000000002,0
2009-12,16325,345.54,181.51000000000002,164.03,2,11,10,232,24,1,UK,Afternoon,Winter,0.06451612903225806,172.77,1
2009-12,16335,799.15,510.36,288.79,2,51,46,265,12,1,UK,Morning,Winter,0.06451612903225806,399.575,1
2009-12,16395,244.66,242.96,1.7,2,48,1,168,25,1,UK,Afternoon,Winter,0.06451612903225806,122.33,0
2009-12,16410,130.32,130.32,130.32,1,5,5,348,144,12,UK,Afternoon,Winter,0.03225806451612903,130.32,0
2009-12,16467,131.12,131.12,131.12,1,2,2,88,48,40,UK,Morning,Winter,0.03225806451612903,131.12,1
2009-12,16485,619.24,619.24,619.24,1,29,29,340,96,1,UK,Afternoon,Winter,0.03225806451612903,619.24,0
2009-12,16550,1070.07,538.77,531.3000000000001,2,35,33,505,25,1,UK,Afternoon,Winter,0.06451612903225806,535.035,1
2009-12,16563,538.46,538.46,538.46,1,10,10,221,32,12,UK,Evening,Winter,0.03225806451612903,538.46,0
2009-12,16592,312.6,312.6,312.6,1,16,16,136,24,3,UK,Afternoon,Winter,0.03225806451612903,312.6,1
2009-12,16593,278.72999999999996,199.13,79.6,2,4,2,51,24,4,UK,Afternoon,Winter,0.06451612903225806,139.36499999999998,0
2009-12,16620,822.37,822.37,822.37,1,50,50,575,36,1,UK,Afternoon,Winter,0.03225806451612903,822.37,0
2009-12,16661,282.3,282.3,282.3,1,2,2,34,18,16,UK,Afternoon,Winter,0.03225806451612903,282.3,0
2009-12,16684,2886.32,1737.2,488.16,3,4,1,1664,480,80,UK,Afternoon,Winter,0.0967741935483871,962.1066666666667,1
2009-12,16701,722.08,378.12,343.96000000000004,2,8,8,410,72,2,UK,Afternoon,Winter,0.06451612903225806,361.04,0
2009-12,16718,647.82,647.82,647.82,1,32,32,503,66,1,UK,Afternoon,Winter,0.03225806451612903,647.82,1
2009-12,16732,792.84,792.84,792.84,1,47,47,473,36,2,UK,Afternoon,Winter,0.03225806451612903,792.84,0
2009-12,16755,207.58,207.58,207.58,1,37,37,139,24,1,UK,Afternoon,Winter,0.03225806451612903,207.58,0
2009-12,16763,352.85,352.85,352.85,1,21,21,173,12,2,UK,Afternoon,Winter,0.03225806451612903,352.85,0
2009-12,16769,394.46000000000004,327.71000000000004,66.75,2,27,5,113,12,1,UK,Morning,Winter,0.06451612903225806,197.23000000000002,0
2009-12,16773,137.75,137.75,137.75,1,23,23,47,6,1,UK,Afternoon,Winter,0.03225806451612903,137.75,0
2009-12,16779,6712.4000000000005,1750.43,90,6,46,1,3911,240,1,UK,Afternoon,Winter,0.1935483870967742,1118.7333333333333,1
2009-12,16805,286.05,271.05,15,2,65,1,163,24,1,UK,Afternoon,Winter,0.06451612903225806,143.025,0
2009-12,16887,219.82,219.82,219.82,1,34,34,177,25,1,UK,Afternoon,Winter,0.03225806451612903,219.82,0
2009-12,16891,422.74,297.68,125.06,2,71,32,220,30,1,UK,Afternoon,Winter,0.06451612903225806,211.37,0
2009-12,16892,97.55,97.55,97.55,1,15,15,21,4,1,UK,Afternoon,Winter,0.03225806451612903,97.55,0
2009-12,16905,221.85,221.85,221.85,1,18,18,67,10,1,UK,Evening,Winter,0.03225806451612903,221.85,1
2009-12,16933,554.99,554.99,554.99,1,67,67,369,23,1,UK,Afternoon,Winter,0.03225806451612903,554.99,1
2009-12,16945,610.01,307.95,302.06,2,13,11,551,100,1,UK,Morning,Winter,0.06451612903225806,305.005,0
2009-12,16952,249.09,249.09,249.09,1,32,32,107,12,1,UK,Afternoon,Winter,0.03225806451612903,249.09,0
2009-12,17012,360.61,360.61,360.61,1,34,34,251,32,1,UK,Afternoon,Winter,0.03225806451612903,360.61,0
2009-12,17018,351.6,351.6,351.6,1,5,5,120,24,24,UK,Morning,Winter,0.03225806451612903,351.6,1
2009-12,17035,54.599999999999994,54.599999999999994,54.599999999999994,1,2,2,36,24,12,UK,Morning,Winter,0.03225806451612903,54.599999999999994,0
2009-12,17063,278.61,278.61,278.61,1,25,25,129,18,1,UK,Afternoon,Winter,0.03225806451612903,278.61,0
2009-12,17066,228.34,228.34,228.34,1,17,17,93,12,2,UK,Afternoon,Winter,0.03225806451612903,228.34,0
2009-12,17085,531.79,223.59,124.6,3,26,21,256,18,1,UK,Afternoon,Winter,0.0967741935483871,177.26333333333332,1
2009-12,17091,276.5,276.5,276.5,1,12,12,82,12,3,UK,Afternoon,Winter,0.03225806451612903,276.5,0
2009-12,17127,137.95,137.95,137.95,1,6,6,49,12,3,UK,Afternoon,Winter,0.03225806451612903,137.95,0
2009-12,17160,825.94,825.94,825.94,1,59,59,653,25,3,UK,Morning,Winter,0.03225806451612903,825.94,1
2009-12,17178,432.96,432.96,432.96,1,31,31,100,18,1,UK,Afternoon,Winter,0.03225806451612903,432.96,0
2009-12,17209,373.20000000000005,320.40000000000003,52.800000000000004,2,5,1,610,504,1,UK,Morning,Winter,0.06451612903225806,186.60000000000002,0
2009-12,17318,157.33,157.33,157.33,1,17,17,59,14,1,UK,Afternoon,Winter,0.03225806451612903,157.33,0
